"cohort","sex","age_cat","education_cat","intention_to_vote","choice_of_party","political_orientation","marstat","household","hzcy001a","hzcy002a","hzcy003a","hzcy004a","hzcy005a","hzcy006a","hzcy007a","hzcy008a","hzcy009a","hzcy010a","hzcy011a","hzcy012a","hzcy013a","hzcy014a","hzcy015a","hzcy016a","hzcy018a","hzcy019a","hzcy020a","hzcy021a","hzcy022a","hzcy023a","hzcy024a","hzcy025a","hzcy026a","hzcy027a","hzcy028a","hzcy029a","hzcy030a","hzcy031a","hzcy032a","hzcy033a","hzcy034a","hzcy035a","hzcy036a","hzcy037a","hzcy038a","hzcy039a","hzcy040a","hzcy041a","hzcy042a","hzcy043a","hzcy044a","hzcy045a","hzcy046a","hzcy047a","hzcy048a","hzcy049a","hzcy050a","hzcy051a","hzcy052a","hzcy053a","hzcy054a","hzcy055a","hzcy056a","hzcy057a","hzcy058a","hzcy059a","hzcy060a","hzcy061a","hzcy062a","hzcy063a","hzcy064a","hzcy065a","hzcy066a","hzcy067a","hzcy068a","hzcy069a","hzcy070a","hzcy071a","hzcy072a","hzcy073a","hzcy074a","hzcy075a","hzcy076a","hzcy077a","hzcy078a","hzcy079a","hzcy080a","hzcy081a","hzcy083a","hzcy084a","hzcy085a","hzcy086a","hzcy087a","hzcy088a","hzcy089a","hzcy090a","hzcy091a","hzcy092a","hzcy093a","hzcy095a","hzcy096a","hzcy097a","hzcy098a","hzcy099a","hzza003a","hzzq009a","hzzq023a","hzzp201a","hzzp204a","hzzp207a"
"1","1",10,"3","2",1,6,"1","2",4,5,7,4,4,"1","1","0","0","1","1","1","0","1","0","0","0",4,4,5,5,5,5,5,1,5,3,5,5,5,5,NA,NA,NA,NA,NA,NA,NA,3,2,3,3,5,4,4,5,5,5,5,5,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","1","1","1","1","0","0","0","1","0","0",NA,NA,NA,NA,"1",4,4,"31",331,1585324661
"2","1",10,"2","97",1,8,"1","2",3,4,4,3,3,"1","1","0","0","0","1","1","1","1","0","0","0",4,4,5,4,5,3,4,1,5,3,5,5,5,5,NA,NA,NA,NA,NA,NA,NA,2,2,3,3,4,4,4,5,4,4,4,NA,4,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","0","0","1","0","1","0","0","1","0","0",NA,NA,NA,NA,"1",4,4,"31",557,1584640488
"1","1",7,"3","2",6,8,"3","1",3,5,2,5,3,"1","1","1","0","0","1","0","1","1","1","0","0",4,4,5,3,2,3,3,1,5,2,4,4,5,NA,NA,NA,NA,NA,NA,NA,NA,2,3,2,3,5,4,4,2,4,5,4,4,4,1,0,0,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","0","0","0","0","0","0","0","1","0","0",NA,NA,NA,NA,"1",4,4,"31",309,1584961964
"2","1",10,"2","2",2,3,"1","2",3,3,3,3,3,"1","1","0","0","0","1","0","0","1","0","0","0",5,5,5,5,5,4,4,1,5,1,5,5,5,5,NA,NA,NA,NA,NA,NA,NA,3,3,3,3,5,5,5,5,5,5,5,5,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","0","0","1","0","1","0","0","1","0","0",NA,NA,NA,NA,"1",5,5,"31",316,1584607198
"1","2",3,"3","2",1,4,"2","3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA
"1","2",2,"3","2",4,3,"2","2",4,5,3,7,3,"1","0","1","0","0","1","0","1","1","1","0","0",4,4,4,3,5,4,5,1,5,5,5,1,1,1,NA,NA,NA,NA,NA,NA,NA,1,3,1,1,4,3,3,5,5,5,5,4,3,1,0,0,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","0","1","0","0","1","0","0","0","0","0",NA,NA,NA,NA,"1",4,5,"31",208,1584720369
"2","2",1,"2","2",6,3,"2","3",6,7,1,7,5,"1","1","0","0","0","1","0","0","1","0","0","0",5,5,5,4,5,3,4,1,5,1,4,4,4,4,NA,NA,NA,NA,NA,NA,NA,2,3,2,3,2,2,4,5,4,3,4,5,5,1,0,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","0","1","0","0","0","0","0","1","0","0",NA,NA,NA,NA,"1",4,4,"31",361,1585382477
"1","1",7,"2","2",4,2,"3","1",3,3,3,4,3,"1","1","1","0","1","1","0","0","1","0","0","0",4,4,4,4,NA,3,3,2,NA,NA,NA,NA,NA,NA,1,1,1,5,4,2,1,3,3,2,3,4,4,2,4,4,5,4,3,4,1,0,0,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","0","0","1","0","1","0","0","1","0","0",NA,NA,NA,NA,"1",5,5,"31",212,1584732017
"1","2",4,"3","2",98,2,"2","3",2,3,3,4,3,"0","1","1","0","0","1","1","0","0","0","0","0",3,2,5,5,5,5,5,1,5,3,5,5,5,5,NA,NA,NA,NA,NA,NA,NA,2,3,2,3,98,4,4,5,5,5,5,5,4,1,0,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","0","0","1","0","0","0","0","1","1","0",NA,NA,NA,NA,"1",4,4,"31",571,1584635356
"1","1",5,"3","2",3,7,"1","3",5,5,2,3,4,"1","1","1","0","0","1","1","1","1","0","0","0",5,5,5,5,5,3,5,1,5,2,5,5,5,5,NA,NA,NA,NA,NA,NA,NA,2,2,3,3,2,4,3,5,5,5,5,5,5,1,0,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",0,1,0,0,0,0,0,0,0,0,0,"1","1","1","1","0","1","0","0","1","0","0",NA,NA,NA,NA,"1",5,5,"31",396,1584559221
"1","2",10,"3","2",5,5,"1","1",5,5,4,5,5,"1","0","0","0","0","1","0","1","1","0","0","0",3,4,5,3,5,4,4,2,NA,NA,NA,NA,NA,NA,2,1,2,1,1,4,1,2,3,3,2,4,2,2,5,4,4,4,4,4,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","0","0","1","0","1","0","0","0","0","0",NA,NA,NA,NA,"1",3,5,"31",454,1584462731
"1","1",10,"2","2",6,10,"1","2",5,5,5,5,4,"1","1","0","0","1","1","1","1","1","0","0","0",5,5,5,5,5,5,5,1,4,1,5,5,5,5,NA,NA,NA,NA,NA,NA,NA,3,3,4,4,4,4,4,4,2,2,4,3,4,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","0","1","1","0","1","0","0","0","0","0",NA,NA,NA,NA,"1",5,5,"32",NA,1584725448
"3","2",8,"3","2",1,7,"1","2",3,4,5,4,2,"1","1","0","0","0","1","1","1","0","0","0","0",4,4,4,4,5,4,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3,2,1,5,3,3,4,1,1,3,4,3,1,0,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0","0","1","1","1","1","1","0","0","0",1,1,1,0,"1",5,5,"31",386,1584546858
"3","2",4,"3","2",7,2,"2","3",4,97,4,3,4,"1","0","1","0","0","1","0","0","1","0","1","0",4,5,5,4,5,4,4,1,4,1,4,4,4,4,NA,NA,NA,NA,NA,NA,NA,2,3,3,3,4,4,4,4,4,3,4,4,5,2,NA,NA,NA,NA,NA,NA,NA,"0","0","0","1","0","0","0","0","0","0","1",1,0,0,0,0,0,0,0,0,0,0,"1","0","0","0","0","0","0","0","0","0","0",NA,NA,NA,NA,"1",4,4,"31",980,1584559320
"3","2",9,"2","2",5,3,"1","2",5,5,6,5,5,"1","1","0","0","0","1","1","0","1","0","1","0",4,4,4,4,4,4,4,1,5,2,4,4,4,4,NA,NA,NA,NA,NA,NA,NA,1,3,2,3,5,4,4,5,4,4,4,5,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","1","1","1","0","0","0","0","0","0","0",NA,NA,NA,NA,"1",4,4,"31",460,1584633275
"1","2",6,"2","2",5,6,"1","2",5,3,2,4,5,"1","0","0","0","0","0","0","0","1","0","0","0",2,3,2,4,4,3,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,1,2,4,2,3,3,3,4,3,2,3,1,0,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","0","0","1","0","0","0","0","0","0","0",NA,NA,NA,NA,"1",5,5,"31",442,1584611147
"1","1",3,"3","2",98,7,"1","3",4,4,3,3,3,"1","1","0","0","0","1","1","1","1","0","0","0",5,4,4,4,4,3,3,1,5,2,5,3,3,3,NA,NA,NA,NA,NA,NA,NA,2,2,2,1,5,3,2,4,4,4,4,4,5,1,0,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",0,1,0,0,0,0,0,0,0,0,0,"1","0","0","0","0","0","0","0","0","0","0",NA,NA,NA,NA,"1",5,5,"31",467,1584701426
"2","2",8,"3","2",98,4,"1","2",2,2,2,3,1,"1","1","0","0","0","0","0","0","1","0","1","0",4,5,4,4,5,5,4,1,5,2,4,4,4,4,NA,NA,NA,NA,NA,NA,NA,3,3,3,2,4,4,4,5,5,5,5,5,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","1","1","1","0","1","0","0","1","0","0",NA,NA,NA,NA,"1",3,3,"31",606,1584553603
"2","2",7,"3","2",98,3,"3","1",NA,4,3,2,1,"1","1","1","0","0","1","1","0","1","0","0","0",5,4,4,4,5,5,4,1,4,4,5,5,4,5,NA,NA,NA,NA,NA,NA,NA,2,3,2,2,5,5,NA,5,5,5,4,5,5,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","1","0","0","0","0","0","0","0","0","0",NA,NA,NA,NA,"1",4,4,"31",427,1585504700
"1","2",4,"3","2",5,4,"1","3",4,7,3,6,4,"1","1","1","0","0","1","0","0","1","0","0","0",4,5,5,5,4,4,3,1,5,2,2,5,5,5,NA,NA,NA,NA,NA,NA,NA,3,3,3,3,5,98,98,5,4,4,4,5,5,1,0,0,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",1,0,0,0,0,1,0,0,0,1,0,"1","1","1","1","0","0","1","0","0","0","0",1,1,0,0,"1",4,4,"31",456,1584539743
"3","2",2,"2","2",98,5,"2","2",6,7,7,5,6,"1","0","0","0","0","1","1","0","1","0","0","0",5,5,5,5,5,5,5,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2,3,3,5,4,3,5,4,4,4,5,5,1,0,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0","0","0","1","0","0","0","1","0","0",NA,NA,NA,NA,"1",5,5,"31",611,1584725934
"2","2",9,"1","2",1,3,"1","2",4,5,3,7,4,"1","1","1","0","0","1","1","0","1","1","0","0",5,5,5,5,4,3,5,1,5,3,5,5,5,5,NA,NA,NA,NA,NA,NA,NA,3,3,3,3,5,5,4,5,4,4,4,5,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","0","1","0","0","0","0","0","1","0","0",NA,NA,NA,NA,"1",3,4,"31",311,1584617038
"2","2",3,"2","2",5,0,"2","1",3,3,2,2,2,"1","1","0","0","1","1","0","1","0","1","0","0",5,5,5,5,4,3,4,2,NA,NA,NA,NA,NA,NA,4,2,2,3,2,5,1,3,3,3,3,5,5,5,5,3,3,4,4,5,2,NA,NA,NA,NA,NA,NA,NA,"1","0","0","0","0","0","0","0","0","0","2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","0","1","1","1","0","0","1","1","1","0",NA,NA,NA,NA,"1",3,4,"31",268,1584463053
"1","1",3,"3","2",3,7,"1","3",4,5,3,5,5,"0","1","1","0","0","1","1","0","0","0","0","0",5,5,5,5,5,5,5,1,5,3,4,4,3,4,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,3,3,4,3,3,1,2,5,5,1,0,0,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",0,0,0,1,0,0,0,0,1,1,0,"0","1","0","0","1","1","1","0","1","0","0",1,0,0,0,"1",4,4,"31",653,1584513085
"1","1",10,"2","2",2,3,"1","2",4,4,3,6,3,"1","1","0","0","0","1","1","0","1","0","0","0",5,5,5,5,5,5,4,1,5,2,5,5,5,5,NA,NA,NA,NA,NA,NA,NA,3,2,3,2,4,1,5,5,4,4,4,4,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","0","0","0","0","1","0","0","1","0","0",NA,NA,NA,NA,"1",5,5,"31",266,1584880584
"1","1",2,"2","2",6,7,"2","2",6,7,3,6,6,"0","0","1","0","0","0","1","0","1","0","0","0",5,3,3,4,4,4,4,1,3,3,3,4,4,4,NA,NA,NA,NA,NA,NA,NA,1,1,NA,1,4,5,4,5,2,1,3,3,4,2,NA,NA,NA,NA,NA,NA,NA,"0","0","0","1","0","0","0","1","0","0","2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","1","0","0","0","0","1","0","1","0","0",1,0,0,0,"1",4,4,"31",356,1584472978
"3","1",10,"3","2",7,3,"1","2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA
"2","2",7,"2","2",6,5,"1","2",4,7,3,97,4,"1","0","0","1","1","0","0","0","0","0","0","0",5,5,5,5,5,5,5,1,5,5,4,5,5,5,NA,NA,NA,NA,NA,NA,NA,3,3,3,3,5,3,2,5,5,5,5,5,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","0","0","0","0","1","0","0","1","1","0",NA,NA,NA,NA,"1",5,3,"31",621,1585137831
"1","1",7,"1","2",2,2,"2","3",6,6,4,6,6,"0","0","0","0","0","1","1","0","1","0","0","0",5,5,5,5,5,5,4,1,5,2,3,5,5,5,NA,NA,NA,NA,NA,NA,NA,2,3,1,3,5,5,5,5,5,5,5,5,4,1,0,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","1","0","1","0","0","0","0","1","0","0",NA,NA,NA,NA,"1",4,4,"31",421,1584886382
"1","1",7,"1","1",98,5,"1","3",3,4,4,4,3,"0","1","1","0","1","1","1","0","1","0","0","0",5,5,5,5,4,5,5,1,5,2,5,5,5,5,NA,NA,NA,NA,NA,NA,NA,3,3,3,3,4,5,4,5,4,4,5,4,4,1,0,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","1","0","0","0","0","0","0","1","0","0",NA,NA,NA,NA,"1",4,4,"31",233,1584970060
"2","1",7,"1","2",1,5,"1","2",4,5,4,7,4,"1","1","1","0","0","1","1","1","1","0","1","0",NA,5,5,5,5,3,4,1,5,4,5,5,5,5,NA,NA,NA,NA,NA,NA,NA,3,3,2,3,5,3,4,4,4,4,4,4,4,1,0,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","1","0","1","0","1","1","0","0","0","0",1,1,0,1,"1",5,4,"31",637,1584720314
"3","2",6,"2","2",1,0,"1","2",7,7,3,7,7,"0","1","1","0","1","1","1","0","1","1","0","0",4,4,4,4,4,3,3,1,5,1,2,4,5,5,NA,NA,NA,NA,NA,NA,NA,3,3,2,2,5,3,3,5,4,4,4,5,5,2,NA,NA,NA,NA,NA,NA,NA,"1","0","1","0","0","0","0","0","0","0","2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","0","1","0","0","0","1","1","1","0","0",1,0,1,1,"1",4,4,"31",280,1584464259
"1","1",7,"3","2",4,1,"1","2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,"22",NA,1584528422
"1","1",7,"3","2",2,6,"2","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA
"1","2",4,"3","2",4,6,"1","3",4,4,3,4,4,"1","1","1","0","0","1","0","0","1","0","0","0",4,4,4,3,2,5,2,1,4,4,4,5,4,5,NA,NA,NA,NA,NA,NA,NA,3,4,3,3,4,4,3,5,4,5,5,5,4,1,0,0,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",1,1,0,0,0,1,0,0,0,0,0,"1","1","1","1","0","1","0","1","1","0","0",NA,NA,NA,NA,"1",4,4,"32",NA,1585344497
"1","1",7,"1","2",6,8,"1","2",3,3,2,5,2,"0","0","1","0","0","1","1","0","1","0","0","0",5,5,5,5,1,5,5,1,5,5,5,5,5,5,NA,NA,NA,NA,NA,NA,NA,1,3,3,2,2,4,3,5,2,2,4,4,4,2,NA,NA,NA,NA,NA,NA,NA,"0","0","1","1","0","0","0","0","0","0","2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","0","0","1","0","0","0","0","0","0","0",NA,NA,NA,NA,"1",4,4,"31",278,1584610579
"2","1",2,"3","2",5,4,"2","3",4,5,2,6,5,"1","1","1","0","0","1","1","0","1","0","0","0",3,4,4,4,3,3,3,2,NA,NA,NA,NA,NA,NA,4,2,1,2,3,2,2,3,3,2,3,4,3,2,3,3,3,3,4,5,1,0,0,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0","0","0","1","0","0","1","1","0","0",NA,NA,NA,NA,"1",4,5,"31",374,1584470071
"2","1",2,"3","2",1,6,"2","2",4,5,1,4,4,"1","1","1","0","0","1","0","0","1","0","0","0",2,4,4,3,4,5,2,1,3,4,2,3,3,3,NA,NA,NA,NA,NA,NA,NA,2,4,2,2,2,3,2,3,3,3,3,2,3,1,0,0,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","0","0","0","0","0","0","0","0","0","0",NA,NA,NA,NA,"1",2,3,"31",186,1584512309
"1","2",7,"1","2",6,7,"1","2",4,4,4,4,4,"1","1","0","0","0","1","0","0","1","0","0","0",4,4,NA,5,5,4,3,1,4,2,4,4,4,4,NA,NA,NA,NA,NA,NA,NA,3,3,3,3,4,4,4,4,4,4,4,4,4,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","1","1","1","1","1","0","0","1","0","0",NA,NA,NA,NA,"1",3,4,"31",221,1584464095
"1","2",3,"3","2",4,6,"3","2",NA,4,2,3,2,"1","0","0","0","0","1","1","1","0","0","0","0",5,5,5,5,5,5,3,1,2,2,4,4,4,5,NA,NA,NA,NA,NA,NA,NA,2,2,2,1,4,4,4,5,5,5,4,5,5,3,0,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","1","0","0","0","1","0","0","1","0","0",NA,NA,NA,NA,"1",4,5,"31",385,1584529279
"2","2",2,"2","2",98,5,"2","2",6,7,3,6,6,"1","0","0","0","0","1","1","0","0","0","0","0",4,4,3,4,5,2,2,1,3,1,4,5,5,5,NA,NA,NA,NA,NA,NA,NA,2,3,3,3,5,NA,4,5,2,2,2,3,4,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",1,0,0,0,1,0,0,0,0,0,0,"0","0","0","0","0","0","0","0","1","0","1",NA,NA,NA,NA,"1",5,5,"31",367,1584465125
"3","1",7,"3","2",5,2,"1","2",5,5,6,6,5,"1","1","1","0","0","1","1","0","1","0","0","0",5,5,5,3,5,3,4,1,5,2,5,5,5,5,NA,NA,NA,NA,NA,NA,NA,2,3,3,2,4,4,4,4,4,2,2,2,4,2,NA,NA,NA,NA,NA,NA,NA,"0","0","1","1","0","0","0","1","0","0","2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","0","0","0","0","0","1","1","0","0","0",2,1,0,0,"1",5,5,"31",612,1584978854
"1","2",7,"3","2",5,2,"1","2",2,4,1,1,1,"1","1","1","0","0","1","1","1","1","0","0","0",5,5,5,5,5,4,4,1,5,2,5,5,5,5,NA,NA,NA,NA,NA,NA,NA,3,3,3,3,4,4,4,5,4,4,5,4,5,3,0,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","1","1","0","0","0","0","0","1","0","0",NA,NA,NA,NA,"1",4,5,"31",223,1584865488
"1","1",2,"1","2",98,5,"2","2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA
"1","2",9,"3","2",2,5,"1","2",2,2,2,2,2,"1","0","0","0","0","1","0","1","0","0","0","0",3,4,4,4,5,5,3,2,NA,NA,NA,NA,NA,NA,4,4,4,4,4,3,2,3,4,2,2,4,4,4,5,3,3,2,5,5,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","1","0","1","0","0","0","0","0","0","0",NA,NA,NA,NA,"1",5,5,"31",531,1584555134
"3","2",4,"3","2",5,3,"2","2",4,5,2,4,3,"1","0","0","0","0","1","0","0","1","0","1","0",4,5,5,4,5,5,2,1,5,2,3,4,4,4,NA,NA,NA,NA,NA,NA,NA,2,3,2,4,4,98,2,3,4,4,4,4,4,1,0,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","0","1","0","0","1","1","1","1","0","0",2,1,0,0,"1",4,4,"32",NA,1584518592
"1","1",8,"3","2",NA,5,"2","1",4,4,5,5,3,"1","1","0","0","0","1","0","1","1","0","0","0",5,5,5,3,3,1,3,1,5,3,4,4,4,5,NA,NA,NA,NA,NA,NA,NA,2,4,2,2,5,5,4,4,2,2,2,4,4,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","0","0","1","0","0","0","0","1","1","0",NA,NA,NA,NA,"1",4,5,"31",787,1584868421
"1","2",2,"3","97",97,5,"2","2",4,6,3,5,5,"1","0","0","0","0","1","0","1","0","0","0","0",4,4,4,4,5,4,3,1,5,1,NA,4,NA,4,NA,NA,NA,NA,NA,NA,NA,3,3,2,3,4,3,3,4,3,3,3,4,4,1,0,0,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","0","0","1","0","0","0","0","1","1","0",NA,NA,NA,NA,"1",4,4,"31",307,1584536160
